index	status	clauses	source_clauses	core_sha256	proof_sha256	seconds	detail
14	CERTIFIED	665	4151	bbbc1e9d7ead7e691fb75eeb47cb9cc7ff3e21e954a98d6898908578effe9457	3d973a6d35d84faca27e0485f9b60735210bca24a6d9547883b9d6140d681335	0.201849	source subset and fresh DRAT VERIFIED
15	CERTIFIED	410	4151	6c7b152664aaa1e348057acebfc160e801070e40574f2a416574b9642fd7dcd6	e11b5f3eeaf7c97cedd80fae739054e978563e1f56f0f688d1ad66e054c5af10	0.183462	source subset and fresh DRAT VERIFIED
16	CERTIFIED	566	4151	78db96db30374a6cf5e7849a96327f941e4bea35fded14224304d969792bb14c	ca61e409b7eb368e77ea784fe8f3377f2862bbb760347b5ed49fe3e0fc1b5d1a	0.190747	source subset and fresh DRAT VERIFIED
17	CERTIFIED	466	4151	130a51a87b80078de7214a8f7b196ff2bcaff938419e74170d9317f5041032dd	4c04daaf455d375d845a2a187a57619d228c7fc54c666b1621a86b2c6bd61a7d	0.185983	source subset and fresh DRAT VERIFIED
18	CERTIFIED	556	4151	c369d446422799d5debb45f99ed1fa02c348c65e82f638e664a36106581d8497	ca150f036aaba1d15329a86a3cf304971887d6b6e13bd2d656b321b8ccdfc2b0	0.189005	source subset and fresh DRAT VERIFIED
19	CERTIFIED	561	4151	67d0f0c7ccd99b5c0ffa3ff1ea8dcfd46ae080d555da029c8d17ca2bf1ad84b1	2bf6783e4936f095c5f05879732843136031475e57f23a7f4825dcbda4a3d56d	0.185831	source subset and fresh DRAT VERIFIED
20	CERTIFIED	513	4151	c8db2ee7f451cd1c9e8fae52e7e76859b4687179da6a42853bfb8dcf1da4db0b	1b9052788dcefa3496f7f247cef1a56cc49d6c274c5b63c07015316ecad24cab	0.182013	source subset and fresh DRAT VERIFIED
21	CERTIFIED	611	4151	15909d37e9accb292dd725644ada7d8488d5b933bb833e036a6fb620fee0ad41	f3f3c872e53c43f1df73813b39ad22379d8e3c10dfab03d760ea86c6086a905a	0.186726	source subset and fresh DRAT VERIFIED
22	CERTIFIED	624	4151	9c5eee7940f6878f41dca564d9b3df3890ea9e91a36e9ff8c623f5f769f63fda	836499589b87ad3e0fe24329b28e35051d1f287d14ffdc1cd16b355b335a790a	0.188141	source subset and fresh DRAT VERIFIED
23	CERTIFIED	678	4151	8708c82817e40a543de216dcbf619f294dfcbf02160c8dc97075602636a56e73	d9324063c09db3e7048cbded3e184c8e97a90dfd9753e6077f2c2763eac7d670	0.205923	source subset and fresh DRAT VERIFIED
24	CERTIFIED	408	4151	68392ef1b1ab71e3027fa918fb5d78c592356a293d5ed4e899ac2cb8de719d74	c2c283e7eb8dbb2e2ae2500a2bd91c12c2cf9ffa6690ecc5105acd2af9851541	0.184386	source subset and fresh DRAT VERIFIED
25	CERTIFIED	529	4151	d2cd3d9cdee809e10176fa7b8a21854bf317a12a7cbb2e023d25f074a5083580	511174b5c895c827cfaafa93b83897e68d39b3eed1d709a68df6660873cd17a4	0.201998	source subset and fresh DRAT VERIFIED
26	CERTIFIED	670	4151	fd33a8b48fe4c7baa575ca728129d2a85148322cd84aa4f632c1d9fd57a783d7	41f30a2edbe9a63266aec04b5eaf41a5366ec8dd2aa8f019f879be4551fec665	0.185850	source subset and fresh DRAT VERIFIED
27	CERTIFIED	465	4151	1c1c7d1054a405f714227e019f8494f973a34e520dd58e3436359e7b78a70097	5b3b4faad3882700069ef152cfcf2b759ab3c1c991278d23d645b8478d66ec18	0.182370	source subset and fresh DRAT VERIFIED
28	CERTIFIED	457	4151	58aa8f56275e1fca6e5962d6db4b5423480cd814b2e0aba8ca235ff5564a829e	1690b48328d47fb95da07402297a52c9819cb80db6fd461703608d9831787e01	0.190828	source subset and fresh DRAT VERIFIED
29	CERTIFIED	508	4151	33ad89efd577b3a52314f843a5adb21118d41c7ed1e233a7cbc389bb1ba3d3f1	ae0f3601dadedcadcbc7f78e4b91e62e1e5f8b2a921185dd80f730de29fb3c06	0.186640	source subset and fresh DRAT VERIFIED
30	CERTIFIED	522	4151	230d88332101b6a963750e280a3f080c606b01c5bb2a89a586a0bfd9e471d846	c11a534e9963fcdb8ad6ab0481e9d4e5eb934281ea3cd0e57fcf63cb9773f400	0.185243	source subset and fresh DRAT VERIFIED
31	CERTIFIED	464	4151	cdc7ac4ca8118229d73dbf3482c78666b5c88f2ddb1c96559f356d8c5688b7ba	a3dfc505c964f34005bd9650670ab5752f51e1b380c421c5502be78710ef0c8e	0.192830	source subset and fresh DRAT VERIFIED
32	CERTIFIED	573	4151	5ffbb4403d8787aee7899cd121cf628224ad792202b853bb328d12be43558836	0f77de10bc989b052f5d7c989fcadde98205a299d3a4797cf2d4fb867e817509	0.197188	source subset and fresh DRAT VERIFIED
33	CERTIFIED	353	4151	3e15f61604cde145239a53911dc458b822e94a90f7da98b75b291d749b8a91b2	768946e339a47f287fffc0c8cd425f881e4b2550aa28e562859bb4d40e80070b	0.192980	source subset and fresh DRAT VERIFIED
34	CERTIFIED	510	4151	1685b92a39a8ee1ced834f8f53d84feace8f9fc1ba1d60f7b77b8d93c1cfc18f	b35f52cf6d18ec09940fe78404ab11b7983ecc3b89cf5d4709211d7ac963dc43	0.227173	source subset and fresh DRAT VERIFIED
35	CERTIFIED	626	4151	ef23cfda5060c95fc150a8562c10927a912b2dcdffad5277849dcf1b666f4210	42c5efb8d4d0058c2c87818af3fd32355243499d6ab5ad9e0ffe77a56e7079e1	0.203117	source subset and fresh DRAT VERIFIED
36	CERTIFIED	464	4151	9003b9348659197c3780708797d41d810c54f9e5af5d062e2753116d22eebd8b	2749f97b60863f8e13bb41bdbb2dcdb7c3655e816d9ca3a0dc5ead12112cf23d	0.191055	source subset and fresh DRAT VERIFIED
37	CERTIFIED	567	4151	a8b47c4a0e698b49042d3a075af627fbf28b3966f53cc6a537371ca537a5769f	2bf8449bbc1bf8ab7860dcf826a79891eb94207508bbe0a7464d234ba62402e2	0.187167	source subset and fresh DRAT VERIFIED
38	CERTIFIED	395	4151	e627c690044a43cf73a1f6c74b0240914911f3f518ccddf20a863934a8ac43e5	0607214c4183d22b4cd1486aab85e7baa1f87cf73cf108ea63b2e01a067d3c2b	0.179517	source subset and fresh DRAT VERIFIED
39	CERTIFIED	461	4151	c0d59c0df7900a516a71ff01304aadc5aab57a144e627cf66392c15c6ea2632d	3f72c30eba7adcb941e681943b44e06023cf82e1789ad35390535632f12348cc	0.190346	source subset and fresh DRAT VERIFIED
40	CERTIFIED	564	4151	e9375271402a7ec4b26d65d033a30aa2050af7e7f59fdcf7d8bb18352569e7d4	717562bad03f955ac6b42dbe6cf515760011def824652c92ebb9c35e262dafe6	0.191522	source subset and fresh DRAT VERIFIED
41	CERTIFIED	409	4151	a613d234133d0be7004139dcbb80b48492be055d80de68aa4574c262b80780a4	f1c8b09ff245e8021fd11a94e7473ddaa6af9b2d7fc1acfba30c319b50fe50d9	0.185905	source subset and fresh DRAT VERIFIED
42	CERTIFIED	410	4151	8bc2faaee225a81d257309736f772c06817790fc37a92555028df9593c254c2f	f4d3cdcdf345dcaaf1ea9c23e36946f7e5939f9f87abcdb769fbe7af26fc1ad5	0.208697	source subset and fresh DRAT VERIFIED
43	CERTIFIED	462	4151	5598146fb09475b4d6674821596ddb7121638ed968b11e81afa4dd3e5ab99bac	c00263836c6181a5fa40e69e4659fea453559c8a90c4591bc7622aa7d5b71f03	0.188355	source subset and fresh DRAT VERIFIED
44	CERTIFIED	510	4151	f41090a6f0196b924c250deaa3d56a539b3a691609e3dc47edc08e7de5c37d78	2fe2c0ebb7f32b256ef5c43c3d836fbc09ed542145b6e390931b5b4746f5c9bf	0.198582	source subset and fresh DRAT VERIFIED
45	CERTIFIED	670	4151	acf34fec25f7821bc607d86fd80246836457ddf9f8e781aed5e11609ac093715	5e3d4281384893e3aa86cde91c0578a8e63c8ab64572c510a2dc44cc7873482e	0.190094	source subset and fresh DRAT VERIFIED
46	CERTIFIED	500	4151	856aac0bc751c9a1734525ad072d58713780a55ee24e90fb0b0d82ce35c992af	10c5589762a5044194e5aaaba0d1d3dc3d36773d5e2689a86b18c730ed2af33d	0.190046	source subset and fresh DRAT VERIFIED
47	CERTIFIED	511	4151	23a7eda06b32ba091b842cfc80f9ae77d8d757d3a4eec37d11551cbb86a4a3c8	599cf736852deed0b6157324c50a4d5adf46aae8b4d1b6629e8744ecc6394475	0.179909	source subset and fresh DRAT VERIFIED
48	CERTIFIED	447	4151	b33bbb82841fdc824f83edf179b646170984924e8a83d2da73472d3fc6150774	8caf53ea46ed440961083eeb48e644c0ff4de7ed96bae4f98627cfa4203b6543	0.187312	source subset and fresh DRAT VERIFIED
49	CERTIFIED	619	4151	6b9fc1d1789ab1c6e36f9fe235a57bc3601971623a66e2a28ac7d01b6438acd1	490f4eb3efc8a5ae87e8b0d186c75f9baf9f414c26d5471533559667b2a422fb	0.199731	source subset and fresh DRAT VERIFIED
50	CERTIFIED	510	4151	20c7b1f8e0900209186c7cafbb42b33f91031263305af744c25cf40011681d96	02659735202c1e8689e607f2c32a0b207572a928068a3331425717c13f93101f	0.209942	source subset and fresh DRAT VERIFIED
51	CERTIFIED	560	4151	b94a7d416036b6d82f5660ecf29d849184ad4e16e954106e05441c651239a576	6a95323b0c38a15e024e9d91c70da7199373e9a2949b5d17c6f9312cea85ea18	0.197456	source subset and fresh DRAT VERIFIED
52	CERTIFIED	347	4151	c0cac3e4563912d8deaf451a8df338d95224783117c2d8fb2c762d467d95c683	99f36be67b28d26fa18485658ae4cd4b886f8a289d5712adec36367dad3e1538	0.190862	source subset and fresh DRAT VERIFIED
53	CERTIFIED	461	4151	9de2bccd4e4d13eabdc1f83f257ae90c8f717ce28cf106b75f16cb870da5836d	299d382c10fb95565b5fb28f0350783e73b813734a89d35621ad09c176b64da0	0.207368	source subset and fresh DRAT VERIFIED
54	CERTIFIED	511	4151	1bcd653d2abf3764bf978e95abb37ff1bd713f9198c6b15eee814b90527f62a3	91f8275ee5ffe80d6ad39728a4a173b87ed185c6e7019d1951a5ba2b9f1b9429	0.186057	source subset and fresh DRAT VERIFIED
55	CERTIFIED	562	4151	7e2c37fd647055583a07223a8b59da30b59722908c0a9b02f45ef7af76ea4723	81e3578cbed2223d60586fbc558b47dee320563e9ecb453b63238d25a0276c3a	0.176298	source subset and fresh DRAT VERIFIED
56	CERTIFIED	420	4151	747aa677e7e7c077c59749dd4f11742d2ccfc190a1af5de09df2b82e6b277460	3ce79e7f270362582b7ed839b5c302553d4037c4a856120b02bf8150e0c92d14	0.175341	source subset and fresh DRAT VERIFIED
57	CERTIFIED	510	4151	bf64d59ff712c8b6200994307fe51b901b81a44a9c5c1070e228e63f3899ea70	c6e80146e680bc80015f62721f710d939f6b9b6c1decd1bea6ba82bbfe124bd4	0.189268	source subset and fresh DRAT VERIFIED
58	CERTIFIED	527	4151	fe516e2e15fafa916686d5fa4ea49b0d85ec633d4a29a7819b45287319ad729f	b6a88282b7d6ce7f6d923316c19269173db99cfaae5037be1a44ebf169488d63	0.183265	source subset and fresh DRAT VERIFIED
59	CERTIFIED	556	4151	ba8e79b5863b909dd5a539a6b106567149ae535f13ab0354dea76fc973e02d84	33bd6c7f5fc8deb242e7a17209e920d88b301b4c8c5650546213466a8720d1c2	0.190397	source subset and fresh DRAT VERIFIED
60	CERTIFIED	358	4151	b713801530b07036a80e7d934ff07e6e39cf097985f357c6e62b69ce8d0ec388	6a246001bf108e64af23d0c18056eeb27d161de12dc26b72f73e855b6f1e2c1b	0.193642	source subset and fresh DRAT VERIFIED
61	CERTIFIED	452	4151	3449cf282c612e9c67de6f02d98583c1c0d84e88581a9c4b152bb3e3df2409ec	f9981d35cd17e804410bf283a915822753c7d28a2a35bd2e4046db8c865447a1	0.193025	source subset and fresh DRAT VERIFIED
62	CERTIFIED	519	4151	62b887d0e5759bc689075b06cde325ed820f56cf9ed32daa3d6a750e89f323e2	6b514c6492f39195c0c64c3f9ffba6f26ee51c09a1e2b6b92bab16600742d3ae	0.182504	source subset and fresh DRAT VERIFIED
63	CERTIFIED	611	4151	a2e32d2980bdd905cb487e16129498d5162072f2695a89fed8dcdbf7704a3331	ee84dab7c133dce7f0efedc104a6bfefe3c273ecbee25c164380a7e360186f70	0.203239	source subset and fresh DRAT VERIFIED
64	CERTIFIED	413	4151	64b9e1d2e5f7321b9ecca63ec81973fdca7fd63d5d18f4b8ff6f2f8d02167e5a	fa02763150490fcacc7b3d806813c0b798ac78ac22619e63828fd0ffa566ec2d	0.185631	source subset and fresh DRAT VERIFIED
65	CERTIFIED	516	4151	ab3217b11d8ea2329e6a5c37d34eac6842fe8140e8ae70cd25e888e9f5f75351	f429f0abbca209d0d59de1f23e154866148859da3ebdd7cbe813c692b8c3cdd3	0.221785	source subset and fresh DRAT VERIFIED
66	CERTIFIED	518	4151	d7025661933835f95d48b8aa50e3f0cdbd8a6056a89580dd9fc76ad828c69748	14992998cc4c632a7cfc2f299ca44bb3b13a701ad351208c0462d9c0b51ee8d0	0.214080	source subset and fresh DRAT VERIFIED
67	CERTIFIED	564	4151	4a2e4724f9e055e9a78e4db81eca98e96d525523b4d12dce581cc4fd303130b8	197ca4c2b03500be22011855bb5110827ad37e129a197e1ff99e768dd7cb0770	0.198622	source subset and fresh DRAT VERIFIED
68	CERTIFIED	564	4151	1630a6a94cd409c7f0b0ac58479923d2f889e54c79a094a5e9f1f060586ac98a	4f3fd13d06d9a455df94b8d1dac98db85281d19a1fa5f6bc7a3afbb83d746787	0.193675	source subset and fresh DRAT VERIFIED
69	CERTIFIED	721	4151	9dfdf76e62cd47f946a4f75daf095edc31c6300143748a016c1489e91add8d74	2b34c499af6f6a7c70a3d7a14ba00462255ee989aaab7bff1e8127ca029b040a	0.198506	source subset and fresh DRAT VERIFIED
70	CERTIFIED	559	4151	282f55d71636662f66e426bb5960889fea693a34ea21ece5c394b2302ebc8e8c	d68b3129d53d00f66eb71fa97fbe834d57bc1d6083b3bce9657bfcab74df4e12	0.187538	source subset and fresh DRAT VERIFIED
71	CERTIFIED	672	4151	0997318d75e7ae374e5acb6031ef9fc423ab15df80cea254a275de974d32cfac	568064ff20ec3cb253a974ce23f5747b2ac4f2bf07edf625d058b32da8816e4e	0.201227	source subset and fresh DRAT VERIFIED
72	CERTIFIED	656	4151	858f81cab0cb019ac477b301cb6d893b9df2e11e58bc9b751a6d6f5fc8a04c3b	ed335b2d281d84e4bcd9994dad03bec1af86590a59b25901fe83ee08b207ba42	0.211342	source subset and fresh DRAT VERIFIED
73	CERTIFIED	364	4151	5cfd4e2984b30b5d7b90fa8b76111dd63e9030f094dcd6708062b3afdc28c531	1293a3ab3110a8407e2b2c30af58a3940fd56f39a066fe4b6bfae882b68ddda8	0.198067	source subset and fresh DRAT VERIFIED
74	CERTIFIED	624	4151	5080888caec11d869b86bc62a8518635fafe20b75d81227d812c4ea24d0246e4	cfbcd767102cfefb5c576781e33de9a80242f58de792e2098b138cc171dfe6e5	0.192146	source subset and fresh DRAT VERIFIED
75	CERTIFIED	664	4151	d131b0aeb2a71c33b7818b9558e4aa09dee21f9a7b031aac1608c367772c920d	19ddee2abf32e84f35fdc1fb42e9238a8d6bd0178bdf7ec83d973da7e6da3285	0.180955	source subset and fresh DRAT VERIFIED
76	CERTIFIED	302	4151	46b4cae7e266dfedb19ef7bdc7bf339fe826912ab231d4026fe8c0cd6fdde4e4	6934fde6b226a9a8d03ab0a0a18b729b829071af3039a5673210ad3097494a73	0.189168	source subset and fresh DRAT VERIFIED
77	CERTIFIED	449	4151	2e9a07c3a7605751ddd4d74cd826647e00ce0d094594d1d49797901ac6b68f45	3159734ab7458b2cf4647a80f48215210cabb442e0b57f64ab0cbaa9996e8d93	0.180207	source subset and fresh DRAT VERIFIED
78	CERTIFIED	513	4151	37fe7adde4a814a0be882f8389e2d783707d7b48bc4a86178bd585eab9d726f0	690fe66e3e0ce5aadc87afba53b8fc31a68996ec567bb36fe0ea84975df0a0ff	0.181572	source subset and fresh DRAT VERIFIED
79	CERTIFIED	567	4151	0d7ae2f76fad8506598501fcaf71108dd63a154a09a0e577e4cac5bb3efb6d7e	d820f6a9a016e9f1f7f0682fa1dca72e9c5e66a0631459749ade977d5bcba639	0.181252	source subset and fresh DRAT VERIFIED
80	CERTIFIED	727	4151	9707fcf76b67c3705f146b72ad0f6d38d578c5b716efabfa25fc3e8a48c68282	e9e8a8cd953fdaa357976c539353330f3be23dea11bbf3bc5327a353acc315ab	0.186589	source subset and fresh DRAT VERIFIED
81	CERTIFIED	679	4151	dd50a1390e95dc56a8137e00b42f036bcc91749d2e846366643dcc4ac291cebc	f7fd336ff6e01b610b0e92d1a01e01c074af6af38ad2441fe52ed2e8190d6ec4	0.190491	source subset and fresh DRAT VERIFIED
82	CERTIFIED	669	4151	fda2442673eeaa0a88459a845f816aad43b3560dfa60b49c9d66374b20fcfb47	d11f8bb87f50d6df29c7649eb404ca8e9900703af6c9d3b9ff33ee642976771a	0.197871	source subset and fresh DRAT VERIFIED
83	CERTIFIED	520	4151	67246a4b607be8eb78799132d918d528c4ffcebb725159882fc449f76d0de65e	0ef53d764c6e786297e3276bda2ebab14fd57eda51714f7eafa0292d93f948c0	0.188217	source subset and fresh DRAT VERIFIED
84	CERTIFIED	516	4151	785c25b2a70174ab085b9338d2d4e88122ff5478cfe3089787c4f906c8211ca5	cfd4786c377956b8f730c75fc17ba4abf72c0dec3b6799bddf850e82b5792a8b	0.177876	source subset and fresh DRAT VERIFIED
85	CERTIFIED	565	4151	2310bcb6992cf407e6661db59b4de2bf9edf070ff55ea6134fbc71aa755896ec	0b7b797b860b479ed8ac15400da634e0cd697ae82460737534a11d82d05bcea8	0.195609	source subset and fresh DRAT VERIFIED
86	CERTIFIED	400	4151	8be2e880f8171565a349c111ba0331391363643f41d1184f5f23d17c9c953560	4abc9b6a5b660270865a2cfb3d284b7781a306f6b60c07b86f2ef70b2b874df5	0.195043	source subset and fresh DRAT VERIFIED
87	CERTIFIED	423	4151	bab40497cf673d394ce27415649b808c40a0fb8529534b1de5facce785182b6d	22a0ecc0844413ad9e440f6ca9d1f8396f81fd345061db94a39808ea7ed565b3	0.187842	source subset and fresh DRAT VERIFIED
88	CERTIFIED	412	4151	bff5aab8390726fac818a04c19c7056b58b1ebe3141e1129757aa2a3cc3e7f16	7949270a184b0ebdc00c5b37e2a22993bc26b4bd41bd79b678d286aed656f12c	0.197583	source subset and fresh DRAT VERIFIED
89	CERTIFIED	448	4151	759716d4a97e4b586fd9ce40f176a776bc5d87c7297de0157b7dbfd3e200b7dd	c374bc22def47e9a047238809daba9c28fb2fc755d4a1c081876a63cf5c0f788	0.189380	source subset and fresh DRAT VERIFIED
90	CERTIFIED	504	4151	c06ba9fdc9889e980a4192bb22ffce122ca4bf351f7f267a3ee43f4aacec1a81	5fb22a93e4eea9ebf0e456bd2b5c2763222978a4c91d2d8ba54d9f0c92688ee2	0.177609	source subset and fresh DRAT VERIFIED
91	CERTIFIED	569	4151	d7b16ba3bbfd5ea11749f61417dfdee1bdcc1fa104486b0207338f6ad7fd963b	327cb79a12934d89097cf69fae6bd1d009d72fa3b24ca8d26dbcf93811c4b614	0.179879	source subset and fresh DRAT VERIFIED
92	CERTIFIED	411	4151	038d8f44939bb83db9a5ce9e289a6a8d33b53c5b733b0fb9d13dd7a6717dca74	e53dfb8e510453bb70c7253023f07c90171b06a6fa8c08de3380c5549c02e33c	0.199847	source subset and fresh DRAT VERIFIED
93	CERTIFIED	515	4151	3a068bce16ae6f79506e0af117f319cbdf42b08749ce93cdc2e20ab99d481542	e549c330a686474cb585d8ad3cf8629e3d3a8aa9191aeef3b7bc548b330e31e4	0.194953	source subset and fresh DRAT VERIFIED
94	CERTIFIED	546	4151	72a174c71c45bc809c0786280a80c425f473e50ca8bc7f0689c63b7c4d7f5ed9	ca87bec7f908798a504974f3b883ca344a257613eb6edaf436edef2a602c3c67	0.190690	source subset and fresh DRAT VERIFIED
95	CERTIFIED	457	4151	cce14308b5ff8404b99382e540711e31be2a9982f0860201ab45892052d5b6f4	72de63ba0119cd671908732d8f20f38a033bf1e0cebf966289b4c5bc8b7bd948	0.194500	source subset and fresh DRAT VERIFIED
96	CERTIFIED	569	4151	6afe2207f5fb02006655239d0eda5386d1434e180d93076b43673cd127b11dea	a2535cae8f9860f8c3a16aba1fdc80fd65c3b7fe375ba0142e0cd9630da54256	0.198535	source subset and fresh DRAT VERIFIED
97	CERTIFIED	512	4151	6185240079bfbcd193b43de80640287662fe9e64db7e20cbc522bb8864f4a5f0	0e0251c2b2d86572fec9b3390bbc2d285d1545f2fcb0a341eee3b93e2d790e60	0.188058	source subset and fresh DRAT VERIFIED
98	CERTIFIED	574	4151	e6b9fea4c87bd8ab91a47282599035a8a6a77975baa719392b2bc66d3d772eb8	a6db3900bde56a74322dc1a6580a78b508d50a8b797c8be088a5f4ba795e7609	0.185353	source subset and fresh DRAT VERIFIED
99	CERTIFIED	460	4151	ac835a744e649e17c26f297a55637a98a8faa61620350e2548d26bd4be74ed56	ca08692618ff336ae28b20ba630b83cbf4b3565b956283da92113a2bffebff53	0.179799	source subset and fresh DRAT VERIFIED
