base_index	leaf_ordinal	partition_rank	status	partition	objective	source_clauses	weights	support	denominator	W	U	block_maxima	detail
3	79	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	80	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	81	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	82	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	90	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	91	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	92	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	93	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	101	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	102	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	103	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	111	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	112	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	120	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	936	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	937	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	938	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	939	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	940	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	948	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	949	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	950	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	951	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	959	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	960	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	961	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	969	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	970	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	978	0	UNRESOLVED	0-1-2-3,4-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	78	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	79	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	80	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	81	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	0.99999999999999978			0	0	0	0		no exact deficit at frozen partition rank
4	82	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	90	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	91	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	92	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1.0000000000000733			0	0	0	0		no exact deficit at frozen partition rank
4	93	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1.0000000000000004			0	0	0	0		no exact deficit at frozen partition rank
4	101	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	102	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	103	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1.0000000000001505			0	0	0	0		no exact deficit at frozen partition rank
4	111	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	112	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	120	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	936	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	937	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	938	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	939	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	940	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	948	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	949	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	950	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	951	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	952	1	CERTIFIED_DEFICIT	0-2-3-4,1-5-6,7-8-9,10-11-12	0.99849969441506414	1220,1222,1227,1231,1237,1243,1245,1259,1261,1264,1301,1318,1327,1332,1341,1350,1355,1366,1369,1377,1400,1415,1423,1426,1428,1434,1437,1448,1451,1460,1462,1465,1474,1476,1484,1490,1504,1528,1531,1532,1549,1555,1565,1570,1572,1588,1602,1618,1620,1625,1629,1635,1638,1641,1643,1657,1658,1662,1686,1699,1700,1714,1716,1725,1728,1730,1739,1742,1748,1753,1756,1767,1775,1821,1824,1832,1835,1840,1846,1849,1858,1860,1863,1872,1874,1888,1889,1902,1926,1929,1930,1931,1945,1947,1959,1963,1968,1970,1986,2000,2002,2018,2027,2033,2039,2041,2055,2056,2057,2060,2084,2097,2098,2100,2112,2123,2126,2137,2140,2146,2151,2154,2156,2162,2165,2173,2211,2222,2230,2238,2244,2256,2258,2270,2272,2282,2286,2287,2300,2327,2328,2329,2343,2351,2357,2361,2368,2384,2398,2414,2416,2421,2425,2431,2437,2439,2453,2454,2455,2458,2482,2495,2496,2510,2512,2521,2524,2526,2535,2538,2544,2549,2552,2560,2563,2571	343,48,219,423,152,125,265,952,125,170,226,218,733,150,33,124,722,191,411,414,2819,414,411,191,3250,195,722,148,33,150,200,733,218,261,3024,243,52,170,125,329,125,152,219,48,343,25,25,343,48,219,423,152,7435,125,265,952,329,170,52,226,243,261,218,733,200,150,33,148,124,722,195,411,414,411,191,195,722,124,148,33,150,200,733,218,261,243,226,52,170,125,329,952,265,125,423,219,48,343,25,25,763,48,423,152,125,265,952,329,125,170,52,226,243,571,261,733,200,33,148,124,722,195,2535,191,411,414,414,191,195,124,148,150,200,218,261,149,243,226,52,125,329,952,265,152,423,219,343,25,25,343,48,219,423,152,125,265,952,329,125,170,52,226,243,261,218,733,200,150,33,148,124,722,195,191,411,414	176	65536	65528	65440	7587,12454,21481,23918	exact integerized targeted width-four deficit
4	959	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	960	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	961	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1.0000000000001505			0	0	0	0		no exact deficit at frozen partition rank
4	969	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	970	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	978	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	78	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	0.99999999999992251			0	0	0	0		no exact deficit at frozen partition rank
3	79	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	80	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	81	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	82	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	90	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	0.99999999999987521			0	0	0	0		no exact deficit at frozen partition rank
3	91	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	92	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	93	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	101	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	102	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1.0000000000000735			0	0	0	0		no exact deficit at frozen partition rank
3	103	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	111	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	112	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	120	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	936	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1.0000000000000098			0	0	0	0		no exact deficit at frozen partition rank
3	937	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	0.99999999999987521			0	0	0	0		no exact deficit at frozen partition rank
3	938	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	939	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	940	1	UNRESOLVED	0-5-6,1-2-3-4,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	948	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	949	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	950	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	951	1	UNRESOLVED	0-2-3-4,1-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	959	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	960	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1.0000000000000735			0	0	0	0		no exact deficit at frozen partition rank
3	961	1	UNRESOLVED	0-1-3-4,2-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	969	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	970	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	978	1	UNRESOLVED	0-1-2-4,3-5-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	78	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	79	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	80	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	81	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	0.99999999999999978			0	0	0	0		no exact deficit at frozen partition rank
4	82	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	0.99999999999997269			0	0	0	0		no exact deficit at frozen partition rank
4	90	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	91	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	92	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	0.99999999999999989			0	0	0	0		no exact deficit at frozen partition rank
4	93	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	101	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	102	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	103	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	111	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	112	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	0.99999999999990419			0	0	0	0		no exact deficit at frozen partition rank
4	120	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	936	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	937	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	938	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	939	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	940	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	948	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	949	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	950	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	951	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	0.99999999999991429			0	0	0	0		no exact deficit at frozen partition rank
4	959	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	960	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	961	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	969	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	970	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	0.99999999999990419			0	0	0	0		no exact deficit at frozen partition rank
4	978	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	78	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	79	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	80	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	81	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	0.99999999999999967			0	0	0	0		no exact deficit at frozen partition rank
3	82	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	0.99999999999999822			0	0	0	0		no exact deficit at frozen partition rank
3	90	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	91	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	92	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	93	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	101	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	102	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1.0000000000000522			0	0	0	0		no exact deficit at frozen partition rank
3	103	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	111	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	112	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1.0000000000000719			0	0	0	0		no exact deficit at frozen partition rank
3	120	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	0.99999999999998279			0	0	0	0		no exact deficit at frozen partition rank
3	936	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	0.99999999999999989			0	0	0	0		no exact deficit at frozen partition rank
3	937	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	938	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	939	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	940	2	UNRESOLVED	0-4-6,1-2-3-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	948	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	949	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	950	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	951	2	UNRESOLVED	0-2-3-5,1-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	959	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	960	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1.0000000000000522			0	0	0	0		no exact deficit at frozen partition rank
3	961	2	UNRESOLVED	0-1-3-5,2-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	969	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
3	970	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	1.0000000000000719			0	0	0	0		no exact deficit at frozen partition rank
3	978	2	UNRESOLVED	0-1-2-5,3-4-6,7-8-9,10-11-12	0.99999999999998279			0	0	0	0		no exact deficit at frozen partition rank
4	78	3	UNRESOLVED	0-1-2-6,3-4-5,7-8-9,10-11-12	1.0000000000000402			0	0	0	0		no exact deficit at frozen partition rank
4	79	3	UNRESOLVED	0-1-2-6,3-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	80	3	UNRESOLVED	0-1-2-6,3-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	81	3	UNRESOLVED	0-4-5,1-2-3-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	82	3	UNRESOLVED	0-4-5,1-2-3-6,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	90	3	UNRESOLVED	0-1-2-6,3-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	91	3	UNRESOLVED	0-1-2-6,3-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	92	3	UNRESOLVED	0-2-3-6,1-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	93	3	UNRESOLVED	0-2-3-6,1-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
4	101	3	UNRESOLVED	0-1-2-6,3-4-5,7-8-9,10-11-12	1			0	0	0	0		no exact deficit at frozen partition rank
